CD_SETOR;V00644;V00645;V00646;V00647;V00648;V00649;V00650;V00651;V00652;V00653;V00654;V00655;V00656;V00657;V00658;V00659;V00660;V00661;V00662;V00663;V00664;V00665;V00666;V00667;V00668;V00669;V00670;V00671;V00672;V00673;V00674;V00675;V00676;V00677;V00678;V00679;V00680;V00681;V00682;V00683;V00684;V00685;V00686;V00687;V00688;V00689;V00690;V00691;V00692;V00693;V00694;V00695;V00696;V00697;V00698;V00699;V00700;V00701;V00702;V00703;V00704;V00705;V00706;V00707;V00708;V00709;V00710;V00711;V00712;V00713;V00714;V00715;V00716;V00717;V00718;V00719;V00720;V00721;V00722;V00723;V00724;V00725;V00726;V00727;V00728;V00729;V00730;V00731;V00732;V00733;V00734;V00735;V00736;V00737;V00738;V00739;V00740;V00741;V00742;V00743;V00744;V00745;V00746;V00747;V00748;V00749;V00750;V00751;V00752;V00753;V00754;V00755;V00756;V00757;V00758;V00759;V00760;V00761;V00762;V00763;V00764;V00765;V00766;V00767;V00768;V00769;V00770;V00771;V00772;V00773;V00774;V00775;V00776;V00777;V00778;V00779;V00780;V00781;V00782;V00783;V00784;V00785;V00786;V00787;V00788;V00789;V00790;V00791;V00792;V00793;V00794;V00795;V00796;V00797;V00798;V00799;V00800;V00801;V00802;V00803;V00804;V00805;V00806;V00807;V00808;V00809;V00810;V00811;V00812;V00813;V00814;V00815;V00816;V00817;V00818;V00819;V00820;V00821;V00822;V00823;V00824;V00825;V00826;V00827;V00828;V00829;V00830;V00831;V00832;V00833;V00834;V00835;V00836;V00837;V00838;V00839;V00840;V00841;V00842;V00843;V00844;V00845;V00846;V00847;V00848;V00849;V00850;V00851;V00852;V00853;V00854;V00855;V00856;V00857;V00858;V00859;V00860;V00861;V00862;V00863;V00864;V00865;V00866;V00867;V00868;V00869;V00870;V00871;V00872;V00873;V00874;V00875;V00876;V00877;V00878;V00879;V00880;V00881;V00882;V00883;V00884;V00885;V00886;V00887;V00888;V00889;V00890;V00891;V00892;V00893;V00894;V00895;V00896;V00897;V00898;V00899;V00900;V00901;V00902;V00903;V00904;V00905;V00906;V00907;V00908;V00909;V00910;V00911;V00912;V00913;V00914;V00915;V00916;V00917;V00918;V00919;V00920;V00921;V00922;V00923;V00924;V00925;V00926;V00927;V00928;V00929;V00930;V00931;V00932;V00933;V00934;V00935;V00936;V00937;V00938;V00939;V00940;V00941;V00942;V00943;V00944;V00945;V00946;V00947;V00948;V00949;V00950;V00951;V00952;V00953;V00954;V00955;V00956;V00957;V00958;V00959;V00960;V00961;V00962;V00963;V00964;V00965;V00966;V00967;V00968;V00969;V00970;V00971;V00972;V00973;V00974;V00975;V00976;V00977;V00978;V00979;V00980;V00981;V00982;V00983;V00984;V00985;V00986;V00987;V00988;V00989;V00990;V00991;V00992;V00993;V00994;V00995;V00996;V00997;V00998;V00999;V01000;V01001;V01002;V01003;V01004;V01005;CD_MUN
230280005000032;29;52;39;24;28;42;31;34;28;11;13;34;24;8;X;0;20;0;8;X;0;43;0;8;4;0;27;0;6;X;0;17;0;9;X;0;17;0;14;X;0;26;0;7;X;0;23;0;9;3;0;22;0;8;4;0;16;0;X;X;0;8;0;3;3;0;7;0;8;3;0;23;0;13;X;0;10;0;17;23;19;13;15;22;8;17;12;4;5;15;7;12;29;20;11;13;20;23;17;16;7;8;19;17;29;51;38;24;28;40;29;29;23;8;11;21;10;8;X;0;20;0;8;X;0;42;0;7;4;0;27;0;6;X;0;17;0;9;X;0;17;0;14;X;0;24;0;7;0;0;22;0;7;X;0;21;0;7;X;0;14;0;0;X;0;7;0;X;3;0;6;0;7;X;0;13;0;6;0;0;4;0;17;22;19;13;15;20;7;15;7;3;4;7;X;12;29;19;11;13;20;22;14;16;5;7;14;8;118;X;173;14;50;32;58;X;77;10;16;15;60;X;96;4;34;17;23;X;6;0;0;0;89;X;0;0;50;3;8;5;0;0;115;6;0;0;15;10;5;4;0;0;30;18;0;0;341;48;88;14;19;9;0;0;234;25;0;0;151;26;190;22;36;6;8;6;0;0;107;14;0;0;52;8;11;3;0;0;127;11;0;0;X;0;8;0;13;X;6;0;10;0;18;0;14;X;16;3;13;4;5;3;7;0;14;7;7;9;36;9;6;7;0;0;91;12;0;0;14;0;30;5;14;9;9;X;47;3;19;10;133;28;58;14;75;14;58;75;24;49;52;42;X;6;6;4;5;3;4;9;0;X;2302800
230280005000033;43;49;42;40;27;28;33;41;29;17;13;26;20;12;0;0;31;0;14;4;0;31;0;13;0;0;29;0;8;X;0;31;0;7;X;0;19;0;X;3;0;23;0;8;3;0;22;0;8;3;0;30;0;X;X;0;25;0;3;0;0;14;0;3;0;0;10;0;5;X;X;17;0;4;X;0;14;0;17;28;24;22;14;17;15;20;11;8;5;9;8;26;21;18;18;13;11;18;21;18;9;8;17;12;43;48;40;39;25;25;28;28;19;11;5;10;3;12;0;0;31;0;14;4;0;30;0;12;0;0;28;0;8;X;0;30;0;5;X;0;19;0;X;3;0;20;0;7;3;0;18;0;7;X;0;20;0;X;0;0;17;0;X;0;0;9;0;0;0;0;5;0;3;X;0;6;0;X;0;0;X;0;17;27;23;21;13;15;12;8;4;4;4;X;X;26;21;17;18;12;10;16;20;15;7;X;9;X;131;3;164;34;29;47;67;X;73;26;11;19;64;X;91;8;18;28;38;X;4;0;0;0;89;X;0;0;31;4;9;4;0;0;124;26;0;0;6;9;X;3;0;X;22;33;0;0;324;84;75;14;14;7;0;X;235;61;0;0;151;47;173;37;35;6;9;4;0;X;107;36;0;0;40;8;5;3;0;X;128;25;0;0;X;0;9;0;8;0;14;0;12;0;13;0;15;3;19;4;14;4;6;4;X;4;10;10;X;13;29;6;5;5;0;X;89;30;0;0;12;0;37;9;5;12;6;0;50;X;13;19;123;42;54;21;69;21;54;69;17;41;60;44;0;5;8;6;X;X;10;5;0;X;2302800
230280005000034;82;112;100;61;87;62;48;59;53;39;27;31;29;18;21;0;43;0;22;25;0;64;0;23;15;0;62;0;16;13;0;32;0;12;15;0;60;0;6;10;0;46;0;7;10;0;31;0;11;18;0;30;0;11;24;0;18;0;7;12;0;20;0;3;13;0;11;0;10;10;0;11;0;12;9;0;8;0;47;56;56;31;42;29;23;25;23;23;16;13;12;35;56;44;30;45;33;25;34;30;16;11;18;17;77;106;95;47;74;50;33;27;26;15;8;10;12;18;20;0;39;0;18;25;0;62;0;21;13;0;61;0;14;9;0;24;0;10;13;0;51;0;5;5;0;40;0;4;4;0;25;0;7;7;0;13;0;6;10;0;10;0;0;6;0;9;0;0;5;0;3;0;4;3;0;3;0;X;6;0;4;0;43;52;53;23;34;23;13;11;10;8;4;5;X;34;54;42;24;40;27;20;16;16;7;4;5;10;278;16;257;113;45;81;148;11;114;59;19;45;130;5;143;54;26;36;57;6;58;3;0;0;162;7;0;0;46;17;48;42;0;0;163;54;0;0;6;26;20;24;0;0;19;31;0;0;580;210;109;49;126;69;0;0;344;92;0;0;281;115;299;95;51;29;71;41;0;0;159;45;0;0;58;20;55;28;0;0;185;47;0;0;6;X;37;X;34;X;23;5;31;6;22;6;19;6;16;18;17;15;12;15;6;10;5;17;4;5;34;18;42;35;0;0;156;53;0;0;30;0;29;17;10;24;47;3;99;39;17;23;232;106;69;41;163;65;69;163;88;42;89;58;4;17;7;5;14;5;9;9;0;0;2302800
230280005000035;13;30;29;18;18;22;20;19;22;13;19;23;18;X;0;0;12;0;5;0;0;25;0;9;0;0;20;0;6;X;0;11;0;6;0;0;12;0;3;X;0;18;0;7;0;0;13;0;X;X;0;17;0;7;X;0;13;0;3;X;0;8;0;6;X;0;11;0;9;X;0;12;0;7;X;0;10;0;11;12;12;9;7;7;8;10;6;7;5;6;7;X;18;17;9;11;15;12;9;16;6;14;17;11;13;30;28;18;17;20;19;15;14;9;14;12;9;X;0;0;12;0;5;0;0;25;0;9;0;0;19;0;6;X;0;11;0;6;0;0;11;0;3;X;0;16;0;7;0;0;12;0;X;0;0;14;0;5;0;0;9;0;3;0;0;6;0;6;X;0;7;0;7;X;0;4;0;6;0;0;3;0;11;12;11;9;7;7;8;7;3;3;3;4;4;X;18;17;9;10;13;11;8;11;6;11;8;5;71;X;103;16;44;29;34;X;41;6;14;11;37;0;62;10;30;18;15;0;0;0;0;0;56;X;0;0;28;X;X;3;0;0;73;11;0;0;22;3;X;5;0;0;20;21;0;0;218;46;65;5;4;8;0;0;149;33;0;0;89;18;129;28;24;X;X;5;0;0;63;11;0;0;41;3;X;3;0;0;86;22;0;0;0;0;3;0;9;0;7;0;7;0;7;X;10;X;7;3;12;4;4;3;11;X;7;10;7;3;30;4;X;5;0;0;60;18;0;0;X;0;20;4;10;7;10;0;30;5;19;11;91;27;32;11;59;16;32;59;10;25;35;29;0;3;4;4;X;4;6;4;0;0;2302800
230280005000036;7;7;9;8;9;8;3;11;7;7;6;15;3;X;X;0;4;0;3;0;0;4;0;X;X;0;7;0;X;0;0;6;0;3;0;0;6;0;3;0;0;5;0;X;X;0;0;0;5;0;0;6;0;3;X;0;X;0;X;X;0;5;0;4;0;0;X;0;6;X;0;7;0;X;0;0;X;0;4;3;X;X;6;X;X;X;4;X;X;4;X;3;4;7;6;3;6;X;9;3;5;4;11;X;7;7;9;7;9;8;3;10;6;7;5;13;X;X;X;0;4;0;3;0;0;4;0;X;X;0;7;0;X;0;0;5;0;3;0;0;6;0;3;0;0;5;0;X;X;0;0;0;5;0;0;5;0;3;X;0;X;0;X;X;0;5;0;3;0;0;X;0;5;X;0;6;0;X;0;0;X;0;4;3;X;X;6;X;X;X;4;X;X;4;X;3;4;7;6;3;6;X;8;X;5;4;9;X;23;0;43;3;27;4;9;0;17;X;8;X;14;0;26;X;19;3;6;0;X;0;0;0;15;0;0;0;18;0;3;0;0;0;22;3;0;0;10;X;3;0;0;0;14;X;0;0;93;7;34;X;8;0;0;0;51;5;0;0;34;X;59;5;15;X;4;0;0;0;15;X;0;0;19;X;4;0;0;0;36;4;0;0;0;0;X;0;4;0;X;0;3;0;X;0;X;0;6;X;3;X;4;0;4;X;8;X;X;X;14;X;4;0;0;0;23;3;0;0;X;0;8;0;3;X;3;0;10;X;15;X;41;5;13;X;28;4;13;28;8;9;10;16;0;0;X;0;0;X;X;3;X;X;2302800
230280005000037;X;X;X;3;6;8;6;X;X;6;5;8;3;0;0;0;X;0;X;0;0;0;0;0;0;0;X;0;0;0;0;3;0;X;0;0;5;0;0;0;0;8;0;0;X;0;5;0;0;0;0;X;0;X;0;0;X;0;0;X;0;5;0;X;0;0;4;0;3;0;0;5;0;X;0;0;X;0;X;X;0;X;X;5;X;0;0;3;X;4;0;X;0;X;X;4;3;4;X;X;3;4;4;3;X;X;X;3;6;6;6;X;X;6;5;5;3;0;0;0;X;0;X;0;0;0;0;0;0;0;X;0;0;0;0;3;0;X;0;0;5;0;0;0;0;6;0;0;X;0;5;0;0;0;0;X;0;X;0;0;X;0;0;X;0;5;0;X;0;0;4;0;0;0;0;5;0;X;0;0;X;0;X;X;0;X;X;4;X;0;0;3;X;X;0;X;0;X;X;4;X;4;X;X;3;4;3;3;4;0;24;X;19;3;X;0;9;X;6;X;X;0;15;X;13;X;X;0;0;0;0;0;3;0;0;0;X;0;X;0;0;0;21;X;0;0;X;3;X;0;0;0;16;0;0;0;47;5;5;3;X;0;0;0;40;X;0;0;17;3;30;X;X;X;X;0;0;0;14;X;0;0;4;X;0;0;0;0;26;X;0;0;0;0;X;0;0;0;0;0;X;0;4;X;X;0;X;0;X;0;3;0;3;0;4;0;3;0;4;0;X;0;0;0;20;X;0;0;X;0;4;X;4;0;0;0;7;0;9;0;25;X;9;X;16;0;9;16;3;7;3;6;0;0;0;0;0;0;X;0;0;X;2302800
230280005000038;17;24;13;16;14;12;11;10;14;16;5;9;13;7;0;0;10;0;12;X;0;11;0;4;X;X;7;0;4;X;0;11;0;5;0;0;9;0;X;0;0;10;0;X;0;0;10;0;5;0;0;5;0;6;X;0;7;0;4;X;0;10;0;X;0;0;3;0;X;0;0;7;0;6;0;X;6;0;13;13;6;9;7;3;3;6;5;4;X;5;4;4;11;7;7;7;9;8;4;9;12;3;4;9;17;24;13;15;14;12;11;9;9;14;5;8;9;7;0;0;10;0;12;X;0;11;0;4;X;X;7;0;3;X;0;11;0;5;0;0;9;0;X;0;0;10;0;X;0;0;10;0;4;0;0;5;0;5;0;0;4;0;4;X;0;8;0;X;0;0;3;0;X;0;0;6;0;3;0;X;5;0;13;13;6;8;7;3;3;5;X;3;X;4;X;4;11;7;7;7;9;8;4;8;11;3;4;7;54;0;70;7;36;7;32;0;27;6;11;4;22;0;43;X;25;3;23;0;X;0;X;0;28;0;0;0;20;3;X;X;0;0;49;3;0;0;11;3;X;0;X;0;22;4;0;0;160;14;54;6;5;X;X;0;99;7;0;0;70;10;90;4;26;5;X;X;X;0;42;4;0;0;28;X;4;0;X;0;57;3;0;0;0;0;X;0;3;0;X;0;7;0;5;0;3;0;6;0;8;X;8;X;3;0;7;X;7;X;18;X;3;X;X;0;37;3;0;0;0;0;7;X;9;X;4;0;23;0;16;X;59;5;16;3;43;X;16;43;12;13;26;23;X;X;8;X;3;X;3;4;0;X;2302800
230280005000039;15;28;26;17;17;15;15;29;31;28;15;19;16;5;X;0;9;0;10;X;0;17;0;9;X;0;15;X;7;0;0;10;0;8;0;0;9;0;4;X;0;9;0;5;X;0;8;0;13;X;0;15;0;8;9;0;14;0;10;X;0;17;0;5;X;0;9;0;5;4;0;10;0;7;X;0;8;0;9;16;18;6;5;7;6;9;11;11;X;8;5;6;12;8;11;12;8;9;20;20;17;13;11;11;15;28;26;17;17;15;15;27;28;25;15;13;10;5;X;0;9;0;10;X;0;17;0;9;X;0;15;X;7;0;0;10;0;8;0;0;9;0;4;X;0;9;0;5;X;0;8;0;12;X;0;14;0;7;7;0;14;0;10;0;0;15;0;5;X;0;9;0;3;3;0;7;0;5;0;0;5;0;9;16;18;6;5;7;6;9;10;9;X;5;X;6;12;8;11;12;8;9;18;18;16;13;8;9;69;0;119;5;63;15;43;0;43;X;17;9;26;0;76;4;46;6;24;0;3;0;0;0;41;0;X;0;43;X;12;X;0;0;64;X;0;0;23;4;4;3;0;0;36;8;0;0;251;20;90;6;19;5;0;0;141;9;X;0;103;10;148;10;31;4;10;3;0;0;61;3;X;0;59;X;9;X;0;0;80;6;0;0;0;0;X;0;6;0;9;0;5;0;8;0;6;0;13;X;14;X;13;3;12;0;8;3;4;X;36;3;10;4;0;0;54;4;0;0;5;0;18;0;6;5;3;0;37;4;31;X;100;11;29;5;71;6;29;71;27;20;26;20;0;5;7;X;X;8;11;7;X;X;2302800
230280005000042;81;69;72;73;66;75;77;54;54;51;39;75;29;25;X;0;55;0;17;X;0;50;0;15;X;0;55;0;17;X;X;53;0;18;4;0;44;0;14;5;0;56;0;12;6;0;59;0;10;4;0;40;0;20;0;0;34;0;16;X;0;34;0;14;X;0;24;0;18;X;0;56;0;4;0;0;25;0;43;40;40;30;34;43;43;29;26;30;21;38;14;38;29;32;43;32;32;34;25;28;21;18;37;15;77;67;69;69;62;62;51;36;28;23;20;25;13;22;X;0;54;0;16;X;0;49;0;14;X;0;53;0;16;X;X;50;0;16;3;0;43;0;11;3;0;48;0;9;4;0;38;0;6;X;0;29;0;12;0;0;16;0;11;X;0;11;0;7;X;0;12;0;3;X;0;21;0;X;0;0;11;0;42;39;39;30;31;35;21;16;11;9;9;9;6;35;28;30;39;31;27;30;20;17;14;11;16;7;213;9;308;91;81;113;120;3;144;61;33;70;93;6;164;30;48;43;52;5;5;0;0;0;156;4;0;0;70;21;13;8;X;0;224;62;0;0;23;29;3;0;0;0;55;84;0;0;602;213;145;55;21;8;X;0;435;150;0;0;297;134;305;79;66;30;15;5;0;0;216;99;0;0;79;25;6;3;X;0;219;51;0;0;3;0;6;0;25;0;22;0;31;X;36;3;30;12;18;12;13;18;16;22;16;13;15;30;6;9;53;30;10;6;0;0;174;84;0;0;17;0;88;36;25;55;17;0;62;10;28;19;237;120;130;91;107;29;130;107;34;129;99;52;3;4;10;4;3;X;X;4;6;X;2302800
230280005000044;10;13;5;X;5;5;4;11;9;8;X;5;5;X;0;0;8;0;X;X;0;11;0;X;0;0;4;0;0;0;0;X;0;0;0;0;5;0;0;0;0;5;0;X;0;0;3;0;X;0;0;10;0;X;X;0;7;0;0;0;0;8;0;0;0;0;X;0;X;0;0;3;0;X;X;0;3;0;7;8;X;0;X;X;X;5;6;4;X;3;3;3;5;4;X;3;3;X;6;3;4;0;X;X;10;12;5;X;5;4;4;6;6;3;X;X;0;X;0;0;8;0;X;X;0;10;0;X;0;0;4;0;0;0;0;X;0;0;0;0;5;0;0;0;0;4;0;X;0;0;3;0;X;0;0;5;0;X;0;0;5;0;0;0;0;3;0;0;0;0;X;0;X;0;0;X;0;0;0;0;0;0;7;7;X;0;X;X;X;X;4;X;X;X;0;3;5;4;X;3;3;X;5;X;X;0;X;0;27;X;26;9;6;13;15;X;10;7;3;8;12;0;16;X;3;5;4;0;X;0;0;0;22;X;0;0;3;0;0;X;0;0;23;8;0;0;X;X;0;X;0;0;5;10;0;0;59;23;8;X;X;X;0;0;50;19;0;0;28;16;31;7;X;X;0;X;0;0;26;14;0;0;6;X;X;X;0;0;24;5;0;0;X;0;X;0;X;0;0;0;X;0;X;X;0;0;X;4;4;X;X;5;X;0;X;X;0;X;X;X;0;X;0;0;15;14;0;0;3;0;8;7;3;7;0;0;X;0;0;X;16;16;14;14;X;X;14;X;X;17;10;11;0;X;3;0;0;0;0;0;0;0;2302800
230280005000045;28;20;22;18;14;19;18;18;18;8;10;14;6;3;0;0;25;0;X;0;0;18;0;X;X;0;20;0;X;0;0;17;0;X;0;0;12;0;X;X;0;16;0;X;0;0;16;0;3;X;0;13;0;X;X;0;16;0;0;X;0;7;0;0;0;0;10;0;X;X;0;12;0;X;X;0;4;0;16;14;13;11;4;9;8;6;13;7;6;6;3;12;6;9;7;10;10;10;12;5;X;4;8;3;27;19;22;17;12;17;15;11;6;3;7;4;3;3;0;0;24;0;X;0;0;17;0;X;X;0;20;0;X;0;0;16;0;X;0;0;10;0;X;X;0;14;0;X;0;0;13;0;3;X;0;7;0;X;0;0;5;0;0;0;0;3;0;0;0;0;7;0;0;0;0;4;0;X;0;0;X;0;15;13;13;10;X;7;7;4;4;X;6;3;X;12;6;9;7;10;10;8;7;X;X;X;X;X;68;X;78;27;17;21;41;X;34;17;12;10;27;0;44;10;5;11;6;0;X;0;0;0;61;X;0;0;11;0;X;X;0;0;65;25;0;0;X;X;0;3;0;0;16;17;0;0;163;50;18;X;3;5;0;0;142;44;0;0;87;29;76;21;11;0;X;3;0;0;74;26;0;0;7;X;X;X;0;0;68;18;0;0;0;0;0;0;3;0;5;X;X;X;8;X;7;0;3;X;5;8;X;5;4;X;4;4;X;0;4;0;X;3;0;0;40;22;0;0;X;0;20;13;10;7;X;0;10;X;X;4;45;25;32;20;13;5;32;13;6;31;38;29;0;0;3;X;X;0;7;X;0;0;2302800
230280005000046;18;10;14;19;14;13;12;14;11;5;8;8;5;4;X;0;12;0;X;X;0;6;0;5;3;0;6;0;4;X;0;14;0;5;X;0;8;0;0;X;0;11;0;4;X;0;6;0;4;X;0;8;0;3;X;0;7;0;0;X;0;4;0;X;0;0;6;0;X;X;0;6;0;0;3;0;X;0;8;4;9;8;9;8;X;7;6;3;5;4;4;10;6;5;11;5;5;10;7;5;X;3;4;X;18;9;13;18;11;11;11;11;9;5;6;6;3;4;X;0;12;0;X;X;0;5;0;5;X;0;6;0;3;X;0;14;0;3;X;0;7;0;0;X;0;9;0;4;X;0;5;0;4;X;0;6;0;3;X;0;5;0;0;X;0;4;0;X;0;0;5;0;0;X;0;5;0;0;X;0;X;0;8;3;8;8;7;7;X;5;4;3;4;3;X;10;6;5;10;4;4;9;6;5;X;X;3;X;40;X;71;12;20;6;19;X;33;7;12;4;21;0;38;5;8;X;11;0;6;X;0;0;23;X;0;0;17;3;8;X;0;0;46;8;0;0;X;X;3;X;0;0;16;X;0;0;131;20;29;5;17;4;0;0;85;11;0;0;64;13;67;7;14;X;12;4;0;0;38;7;0;0;15;3;5;0;0;0;47;4;0;0;X;0;0;X;X;0;4;0;5;0;4;X;8;X;5;X;7;X;3;0;4;X;4;X;3;X;12;X;9;X;0;0;29;8;0;0;X;X;17;X;11;3;X;0;16;3;3;X;50;11;30;6;20;5;30;20;7;23;23;21;0;0;X;X;X;X;X;0;0;0;2302800
230280005000047;67;49;52;51;41;48;44;43;52;39;27;33;28;5;X;0;61;0;6;X;0;41;0;8;4;0;40;0;5;X;0;45;0;4;0;0;37;0;3;3;0;42;0;6;X;0;37;0;6;X;0;36;0;X;X;0;49;0;3;X;0;35;0;3;0;0;24;0;3;0;0;30;0;X;X;0;26;0;39;29;26;25;21;27;20;23;30;23;13;18;15;28;20;26;26;20;21;24;20;22;16;14;15;13;67;48;49;46;35;36;30;24;30;22;12;8;8;5;X;0;61;0;6;X;0;40;0;7;4;0;38;0;5;X;0;40;0;4;0;0;31;0;3;X;0;31;0;5;X;0;24;0;4;X;0;19;0;X;X;0;27;0;3;0;0;19;0;X;0;0;11;0;X;0;0;6;0;0;0;0;8;0;39;28;24;22;16;22;11;13;15;11;4;3;3;28;20;25;24;19;14;19;11;15;11;8;5;5;164;4;201;78;50;77;91;3;99;47;21;48;73;X;102;31;29;29;18;X;7;0;0;0;139;3;0;0;23;3;6;X;0;0;172;74;0;0;6;4;0;X;0;0;44;71;0;0;415;159;47;8;13;3;0;0;355;148;0;0;211;98;204;61;15;5;8;X;0;0;188;92;0;0;32;3;5;X;0;0;167;56;0;0;6;0;13;0;16;0;18;X;16;4;17;6;15;4;15;10;16;10;17;10;8;12;5;12;0;8;21;3;4;3;0;0;137;71;0;0;11;0;39;21;11;26;24;0;58;14;19;16;162;77;61;47;101;30;61;101;55;35;73;40;4;9;7;X;4;8;4;5;3;5;2302800
230280005000049;79;56;76;58;66;54;59;53;53;40;28;49;23;25;0;0;54;0;8;X;0;46;0;20;0;0;56;0;16;0;0;42;0;11;X;0;53;0;13;X;0;40;0;13;0;0;46;0;13;X;0;39;0;10;X;0;42;0;16;3;0;21;0;4;X;0;23;0;14;4;0;31;0;10;0;0;13;0;50;22;40;36;33;28;30;32;27;26;12;27;8;29;34;36;22;33;26;29;21;26;14;16;22;15;76;56;73;57;53;40;36;26;30;18;10;20;9;24;0;0;52;0;8;X;0;46;0;19;0;0;54;0;16;0;0;41;0;10;0;0;43;0;10;X;0;29;0;12;0;0;24;0;8;X;0;17;0;9;0;0;21;0;5;X;0;12;0;X;0;0;8;0;7;X;0;12;0;5;0;0;4;0;47;22;39;35;23;17;16;12;11;9;X;10;X;29;34;34;22;30;23;20;14;19;9;8;10;7;205;6;242;101;57;83;108;4;114;72;23;50;97;X;128;29;34;33;51;X;X;0;0;0;152;4;0;0;65;11;X;3;0;0;175;87;0;0;19;25;X;6;0;0;36;52;0;0;504;190;135;38;6;9;0;0;363;143;0;0;245;126;259;64;62;27;3;8;0;0;180;91;0;0;73;11;3;X;0;0;183;52;0;0;X;0;7;0;27;X;27;X;21;4;15;7;20;10;16;17;15;11;12;14;9;9;12;16;5;6;41;20;3;4;0;0;143;72;0;0;21;X;62;33;18;28;14;0;52;17;20;17;187;96;101;62;86;34;101;86;38;110;88;52;X;X;X;4;X;X;10;3;0;0;2302800
230280005000050;29;25;28;46;27;22;13;20;24;15;14;19;8;6;4;0;19;0;7;X;X;15;0;8;4;0;16;0;5;7;0;34;0;6;X;0;20;0;4;4;0;13;X;3;X;0;8;0;X;4;0;14;0;5;4;0;15;0;0;3;X;10;0;3;3;0;7;X;4;5;0;9;X;X;0;0;6;0;16;10;8;19;12;15;7;15;12;7;9;10;7;13;15;20;27;15;7;6;5;12;8;5;9;X;29;24;27;41;25;20;10;15;16;9;4;7;X;6;4;0;19;0;7;X;X;15;0;8;4;0;15;0;4;5;0;32;0;6;0;0;19;0;4;3;0;12;X;X;X;0;7;0;X;X;0;11;0;3;X;0;11;0;0;X;X;6;0;X;X;0;X;0;X;X;0;4;X;0;0;0;X;0;16;9;8;16;10;14;4;10;8;5;3;X;0;13;15;19;25;15;6;6;5;8;4;X;6;X;80;X;127;25;21;35;33;X;62;18;9;24;47;X;65;7;12;11;21;0;9;X;X;0;49;X;0;0;21;4;13;9;0;0;92;12;X;0;X;7;4;7;X;X;13;19;X;X;228;62;44;11;26;17;X;X;154;32;X;X;104;43;124;19;21;7;13;11;X;0;68;24;0;X;23;4;13;6;0;X;86;8;X;0;X;0;X;0;8;X;17;X;14;0;11;0;5;X;8;3;8;3;7;3;X;6;5;9;0;X;13;4;9;10;X;0;65;16;X;0;X;0;37;8;8;16;10;X;26;X;6;4;89;30;47;24;42;6;47;42;17;39;30;38;0;X;3;X;X;0;5;X;0;0;2302800
230280005000052;16;17;12;9;9;9;11;7;11;4;4;10;X;4;0;0;12;0;6;0;0;11;0;X;0;0;10;0;X;0;0;8;0;X;X;0;6;0;X;X;0;7;0;X;0;0;10;0;X;X;0;5;0;0;X;0;9;X;X;0;0;3;0;0;0;0;4;0;X;0;0;8;0;X;0;0;0;0;7;13;6;7;3;6;5;5;6;3;X;5;X;9;4;6;X;6;3;6;X;5;X;3;5;X;16;17;12;9;9;4;8;5;5;X;X;3;0;4;0;0;12;0;6;0;0;11;0;X;0;0;10;0;X;0;0;8;0;X;X;0;6;0;0;X;0;3;0;0;0;0;8;0;0;X;0;4;0;0;0;0;4;X;0;0;0;X;0;0;0;0;X;0;X;0;0;X;0;0;0;0;0;0;7;13;6;7;3;3;3;3;X;0;0;X;0;9;4;6;X;6;X;5;X;3;X;X;X;0;45;0;40;16;6;14;26;0;21;11;X;9;19;0;19;5;5;5;12;0;0;0;0;0;33;0;0;0;3;3;3;X;0;0;33;12;X;0;X;4;0;0;0;0;5;10;0;0;91;30;16;7;3;X;0;0;71;22;X;0;48;20;43;10;8;5;X;X;0;0;37;14;X;0;8;X;X;0;0;0;34;8;0;0;0;0;X;0;4;0;3;0;5;0;X;X;5;X;4;X;X;3;X;X;0;X;X;3;0;0;X;X;X;X;0;0;24;11;0;0;4;0;4;5;X;4;X;0;15;3;X;X;27;14;9;9;18;5;9;18;10;10;27;14;0;0;X;0;X;X;0;0;0;0;2302800
230280005000053;9;11;10;6;5;7;6;3;5;5;5;5;3;X;0;0;8;0;0;0;0;11;0;X;0;0;9;0;X;0;0;4;0;X;0;0;4;0;0;X;0;6;0;0;0;0;6;0;0;X;0;X;0;0;0;0;5;0;0;X;0;4;0;X;0;0;4;0;0;0;0;5;0;0;0;0;3;0;5;7;6;X;X;4;4;X;X;3;3;X;X;4;4;4;4;3;3;X;X;3;X;X;3;X;9;11;9;5;5;3;3;X;X;3;X;0;0;X;0;0;8;0;0;0;0;11;0;X;0;0;8;0;X;0;0;3;0;X;0;0;4;0;0;X;0;X;0;0;0;0;3;0;0;X;0;X;0;0;0;0;X;0;0;0;0;3;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;5;7;6;X;X;X;X;X;0;X;X;0;0;4;4;3;3;3;X;X;X;X;X;X;0;0;29;X;20;12;5;13;18;0;8;8;X;7;11;X;12;4;3;6;X;0;0;0;0;0;27;X;0;0;3;0;X;0;0;0;15;12;0;0;0;X;0;X;0;0;5;11;0;0;54;26;5;X;X;X;0;0;47;24;0;0;28;15;26;11;3;0;X;X;0;0;24;14;0;0;X;X;X;0;0;0;23;10;0;0;X;0;X;0;4;0;X;X;X;0;X;X;X;X;X;0;X;X;X;X;X;X;0;3;0;X;X;0;X;X;0;0;17;11;0;0;X;0;3;3;0;7;5;0;7;X;X;X;19;12;5;10;14;X;5;14;10;6;10;5;0;0;3;X;0;0;0;0;0;0;2302800
