CD_SETOR;V00644;V00645;V00646;V00647;V00648;V00649;V00650;V00651;V00652;V00653;V00654;V00655;V00656;V00657;V00658;V00659;V00660;V00661;V00662;V00663;V00664;V00665;V00666;V00667;V00668;V00669;V00670;V00671;V00672;V00673;V00674;V00675;V00676;V00677;V00678;V00679;V00680;V00681;V00682;V00683;V00684;V00685;V00686;V00687;V00688;V00689;V00690;V00691;V00692;V00693;V00694;V00695;V00696;V00697;V00698;V00699;V00700;V00701;V00702;V00703;V00704;V00705;V00706;V00707;V00708;V00709;V00710;V00711;V00712;V00713;V00714;V00715;V00716;V00717;V00718;V00719;V00720;V00721;V00722;V00723;V00724;V00725;V00726;V00727;V00728;V00729;V00730;V00731;V00732;V00733;V00734;V00735;V00736;V00737;V00738;V00739;V00740;V00741;V00742;V00743;V00744;V00745;V00746;V00747;V00748;V00749;V00750;V00751;V00752;V00753;V00754;V00755;V00756;V00757;V00758;V00759;V00760;V00761;V00762;V00763;V00764;V00765;V00766;V00767;V00768;V00769;V00770;V00771;V00772;V00773;V00774;V00775;V00776;V00777;V00778;V00779;V00780;V00781;V00782;V00783;V00784;V00785;V00786;V00787;V00788;V00789;V00790;V00791;V00792;V00793;V00794;V00795;V00796;V00797;V00798;V00799;V00800;V00801;V00802;V00803;V00804;V00805;V00806;V00807;V00808;V00809;V00810;V00811;V00812;V00813;V00814;V00815;V00816;V00817;V00818;V00819;V00820;V00821;V00822;V00823;V00824;V00825;V00826;V00827;V00828;V00829;V00830;V00831;V00832;V00833;V00834;V00835;V00836;V00837;V00838;V00839;V00840;V00841;V00842;V00843;V00844;V00845;V00846;V00847;V00848;V00849;V00850;V00851;V00852;V00853;V00854;V00855;V00856;V00857;V00858;V00859;V00860;V00861;V00862;V00863;V00864;V00865;V00866;V00867;V00868;V00869;V00870;V00871;V00872;V00873;V00874;V00875;V00876;V00877;V00878;V00879;V00880;V00881;V00882;V00883;V00884;V00885;V00886;V00887;V00888;V00889;V00890;V00891;V00892;V00893;V00894;V00895;V00896;V00897;V00898;V00899;V00900;V00901;V00902;V00903;V00904;V00905;V00906;V00907;V00908;V00909;V00910;V00911;V00912;V00913;V00914;V00915;V00916;V00917;V00918;V00919;V00920;V00921;V00922;V00923;V00924;V00925;V00926;V00927;V00928;V00929;V00930;V00931;V00932;V00933;V00934;V00935;V00936;V00937;V00938;V00939;V00940;V00941;V00942;V00943;V00944;V00945;V00946;V00947;V00948;V00949;V00950;V00951;V00952;V00953;V00954;V00955;V00956;V00957;V00958;V00959;V00960;V00961;V00962;V00963;V00964;V00965;V00966;V00967;V00968;V00969;V00970;V00971;V00972;V00973;V00974;V00975;V00976;V00977;V00978;V00979;V00980;V00981;V00982;V00983;V00984;V00985;V00986;V00987;V00988;V00989;V00990;V00991;V00992;V00993;V00994;V00995;V00996;V00997;V00998;V00999;V01000;V01001;V01002;V01003;V01004;V01005;CD_MUN
230280005000119;28;17;13;20;22;22;11;12;16;13;16;10;4;6;9;0;13;0;3;X;0;13;0;4;4;0;5;0;4;10;0;6;0;4;3;0;15;0;X;6;0;14;0;X;4;0;6;0;X;3;0;7;0;5;6;0;5;0;X;5;0;7;0;3;9;0;4;0;X;4;0;4;0;X;0;0;X;0;16;9;8;11;8;13;8;9;9;7;9;6;X;12;8;5;9;14;9;3;3;7;6;7;4;X;27;17;13;16;16;14;6;6;8;4;5;X;X;5;9;0;13;0;3;X;0;13;0;4;4;0;5;0;X;8;0;6;0;4;X;0;11;0;X;4;0;9;0;0;X;0;4;0;X;X;0;X;0;3;4;0;X;0;0;3;0;X;0;0;X;0;3;0;X;0;0;X;0;0;0;0;X;0;15;9;8;9;6;9;4;4;6;X;X;X;0;12;8;5;7;10;5;X;X;X;3;3;0;X;57;X;66;37;12;31;32;X;38;20;5;19;25;0;28;17;7;12;12;X;14;0;0;0;31;0;0;0;12;6;21;11;0;0;33;20;0;0;X;7;5;13;0;0;6;11;0;0;135;69;25;14;40;24;0;0;70;31;0;0;75;40;60;29;14;4;19;17;0;0;42;19;0;0;11;10;21;7;0;0;28;12;0;0;0;0;3;0;5;0;4;X;8;X;7;5;3;X;4;4;6;5;X;6;3;6;X;6;X;X;14;X;8;17;0;0;25;20;0;0;4;0;23;13;5;16;4;0;9;6;X;4;47;39;32;29;15;10;32;15;8;22;27;21;0;0;X;0;0;X;5;X;0;0;2302800
230280005000121;31;31;20;16;15;26;14;17;13;8;9;13;5;12;X;0;17;0;7;5;0;19;0;3;X;0;15;0;4;3;0;9;0;3;X;0;10;0;5;4;0;17;0;X;5;0;7;0;6;4;0;7;0;5;3;0;5;0;3;0;0;5;0;4;0;0;5;0;X;4;0;6;X;X;0;0;X;X;18;18;8;8;8;11;7;7;7;3;3;5;3;13;13;12;8;7;15;7;10;6;5;6;8;X;31;31;20;15;15;24;11;16;10;6;6;8;X;12;X;0;17;0;7;5;0;19;0;3;X;0;15;0;4;X;0;9;0;3;X;0;10;0;4;3;0;17;0;X;4;0;6;0;5;4;0;7;0;5;X;0;3;0;X;0;0;4;0;3;0;0;3;0;X;0;0;5;X;X;0;0;0;0;18;18;8;7;8;10;4;6;6;3;X;3;0;13;13;12;8;7;14;7;10;4;3;4;5;X;82;0;91;10;21;14;44;0;41;7;8;6;38;0;50;3;13;8;22;0;9;0;0;0;51;0;0;0;22;3;17;4;0;0;52;3;0;0;8;3;0;4;0;0;12;6;X;X;194;24;52;6;26;8;0;0;115;9;X;X;93;13;101;11;21;5;14;5;0;0;58;X;0;X;31;X;12;3;0;0;57;7;X;0;0;0;7;0;7;0;8;X;6;0;11;X;6;X;8;0;7;X;6;X;3;X;6;X;X;X;15;X;9;3;0;0;51;6;X;0;7;0;26;X;7;X;7;0;20;X;9;5;76;11;40;4;36;7;40;36;19;34;28;19;0;X;X;X;X;5;3;5;0;0;2302800
230280005000122;54;69;69;90;81;50;39;25;20;18;19;15;7;13;0;0;41;0;14;4;0;51;0;14;7;X;47;0;28;9;X;51;X;17;7;0;57;0;10;8;X;31;0;11;5;0;23;0;6;X;0;17;0;8;X;X;10;0;5;X;0;12;0;3;X;0;14;0;7;3;0;5;0;X;0;0;6;0;21;31;26;43;37;28;19;11;8;8;7;5;X;33;38;43;47;44;22;20;14;12;10;12;10;5;52;69;69;87;81;48;30;20;13;13;13;7;3;12;0;0;40;0;14;4;0;51;0;14;7;X;47;0;28;7;X;50;X;17;7;0;57;0;10;7;X;30;0;10;5;0;15;0;5;0;0;15;0;6;0;X;6;0;3;X;0;9;0;3;0;0;10;0;4;0;0;3;0;X;0;0;X;0;20;31;26;42;37;26;13;10;4;5;6;X;X;32;38;43;45;44;22;17;10;9;8;7;6;X;190;X;279;26;36;23;77;X;132;14;13;9;113;X;147;12;23;14;40;X;11;0;X;0;138;X;0;0;76;4;26;6;3;0;173;16;X;0;11;5;X;5;0;0;24;13;0;0;505;51;127;10;38;11;4;0;335;30;X;0;222;24;283;27;58;4;16;4;X;0;147;16;0;0;69;6;22;7;3;0;188;14;X;0;3;0;15;0;21;0;42;X;45;0;30;0;15;6;16;4;6;4;8;5;10;5;4;5;0;X;48;6;17;7;3;0;147;18;0;0;14;0;93;7;9;4;25;0;61;8;13;12;215;31;116;11;99;20;116;99;36;103;53;50;X;9;X;4;7;6;5;10;X;X;2302800
230280005000123;37;37;49;50;54;29;21;25;25;10;7;15;8;10;3;0;24;0;11;X;0;23;X;11;X;X;35;0;14;3;3;29;X;10;10;0;34;0;3;0;3;23;0;4;0;X;16;0;4;3;X;17;0;5;X;0;18;X;X;X;0;8;0;3;X;0;X;0;7;0;0;8;0;4;0;0;4;0;19;14;26;19;23;16;9;6;15;5;4;7;5;18;23;23;31;31;13;12;19;10;5;3;8;3;36;37;48;50;54;25;18;24;17;7;6;9;3;9;3;0;24;0;11;X;0;23;X;11;X;X;34;0;14;3;3;29;X;10;10;0;34;0;3;0;3;19;0;4;0;X;13;0;4;X;X;17;0;4;X;0;11;X;X;X;0;5;0;3;X;0;X;0;5;0;0;4;0;3;0;0;0;0;19;14;25;19;23;13;7;5;10;3;3;3;X;17;23;23;31;31;12;11;19;7;4;3;6;X;121;X;188;16;25;15;58;X;77;11;10;11;63;X;111;5;15;4;31;X;6;0;X;0;81;X;X;0;39;X;16;X;8;0;123;14;X;0;12;3;X;X;0;0;11;11;0;0;334;33;82;5;24;X;10;0;215;26;3;0;145;23;189;10;39;3;11;X;3;0;90;18;X;0;43;X;13;0;7;0;125;8;X;0;X;0;4;0;17;0;21;0;31;0;18;X;7;X;17;0;10;4;X;X;3;X;5;4;X;0;23;X;15;X;5;0;92;12;X;0;14;0;50;4;4;5;8;0;54;4;7;X;137;14;68;9;69;5;68;69;31;63;36;39;0;7;3;X;X;4;4;X;0;0;2302800
230280005000124;53;64;136;148;138;88;60;28;27;15;15;11;4;16;X;X;34;0;18;X;0;44;0;33;7;X;93;X;47;6;X;94;0;44;4;X;88;0;22;4;X;61;0;22;3;X;34;0;12;X;0;15;0;9;5;X;12;0;4;X;X;9;0;3;X;0;10;0;4;0;X;6;0;X;0;0;3;0;23;23;63;71;56;47;31;14;9;6;8;7;X;30;41;73;77;82;41;29;14;18;9;7;4;3;52;64;136;147;138;88;58;26;24;13;13;7;X;16;X;X;33;0;18;X;0;44;0;33;7;X;93;X;46;6;X;94;0;44;4;X;88;0;22;4;X;61;0;21;3;X;33;0;12;X;0;13;0;9;3;X;11;0;4;0;X;8;0;3;X;0;9;0;3;0;0;4;0;X;0;0;X;0;22;23;63;70;56;47;29;12;7;5;7;4;0;30;41;73;77;82;41;29;14;17;8;6;3;X;252;X;481;8;35;10;108;X;221;7;16;6;144;0;260;X;19;4;67;0;11;0;3;0;170;X;X;0;154;X;21;X;6;0;300;4;0;0;11;X;X;X;X;X;22;6;0;0;768;19;232;3;33;4;10;X;492;11;X;0;345;14;423;5;104;3;18;3;X;X;221;7;X;0;128;0;15;X;9;0;271;4;0;0;X;0;14;0;64;0;73;X;73;0;50;0;37;X;14;X;17;X;7;X;9;X;3;X;0;X;97;X;15;4;8;X;242;6;X;0;44;0;144;6;11;4;36;0;120;X;8;X;363;13;199;10;164;3;199;164;81;176;49;48;X;11;0;X;5;5;9;12;0;X;2302800
230280005000125;X;5;X;X;3;X;5;X;7;5;X;X;3;0;0;0;X;0;3;0;0;X;0;X;0;0;X;0;X;0;0;0;0;0;0;0;3;0;X;0;0;X;0;3;0;0;X;0;X;0;0;X;0;3;0;0;4;0;X;0;0;4;0;X;0;0;0;0;X;0;0;X;0;0;0;0;3;0;X;3;X;X;X;X;X;0;4;X;X;X;X;0;X;X;X;X;0;3;X;3;3;0;X;X;X;5;X;X;3;X;5;X;7;5;X;X;3;0;0;0;X;0;3;0;0;X;0;X;0;0;X;0;X;0;0;0;0;0;0;0;3;0;X;0;0;X;0;3;0;0;X;0;X;0;0;X;0;3;0;0;4;0;X;0;0;4;0;X;0;0;0;0;X;0;0;0;0;0;0;0;3;0;X;3;X;X;X;X;X;0;4;X;X;0;X;0;X;X;X;X;0;3;X;3;3;0;X;X;8;0;21;0;10;X;5;0;11;0;4;X;3;0;10;0;6;0;4;0;0;0;0;0;4;0;0;0;10;0;0;0;0;0;11;0;0;0;3;0;0;0;0;0;7;X;0;0;39;X;17;0;0;0;0;0;22;X;0;0;20;X;19;0;8;0;0;0;0;0;12;X;0;0;9;0;0;0;0;0;10;0;0;0;0;0;0;0;X;0;0;0;3;0;0;0;4;0;0;0;5;0;3;0;X;0;X;0;X;0;6;0;0;0;0;0;13;0;0;0;X;0;7;0;3;0;0;0;5;0;3;0;19;0;11;0;8;0;11;8;X;5;4;3;0;X;X;0;X;X;X;0;0;0;2302800
230280005000126;47;44;36;37;45;42;33;48;33;42;21;26;22;18;X;0;27;0;10;X;0;32;0;13;X;0;21;0;13;X;0;23;0;23;X;0;21;0;16;0;0;26;0;15;0;0;18;0;10;3;0;35;0;6;3;0;24;0;13;X;0;28;0;7;0;0;14;0;12;4;0;10;0;7;X;0;13;0;24;23;12;21;24;21;14;18;13;17;12;12;9;23;21;24;16;21;21;19;30;20;25;9;14;13;47;44;36;36;44;38;33;44;33;42;20;26;17;18;X;0;27;0;10;X;0;32;0;13;X;0;21;0;13;X;0;22;0;22;X;0;21;0;15;0;0;23;0;15;0;0;18;0;10;3;0;31;0;6;3;0;24;0;13;X;0;28;0;7;0;0;13;0;12;4;0;10;0;6;X;0;9;0;24;23;12;21;23;18;14;14;13;17;11;12;7;23;21;24;15;21;20;19;30;20;25;9;14;10;127;0;228;10;105;6;59;0;103;8;47;3;68;0;125;X;58;3;41;0;6;0;0;0;80;0;0;0;81;X;8;0;0;0;139;8;0;0;38;X;7;0;0;0;60;5;0;0;460;16;160;3;21;0;0;0;279;13;0;0;209;11;251;5;63;X;11;0;0;0;135;9;0;0;97;X;10;0;0;0;144;4;0;0;0;0;7;0;11;0;5;X;20;X;22;X;16;0;22;X;23;0;23;0;16;X;17;0;8;X;62;X;10;0;0;0;118;5;0;0;5;0;46;3;35;X;13;0;62;X;29;X;190;7;86;5;104;X;86;104;42;69;63;52;4;9;4;6;3;X;7;7;0;X;2302800
230280005000127;3;4;0;0;3;X;X;X;X;0;X;4;X;0;0;0;0;3;0;X;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;X;3;X;0;0;0;0;X;X;0;0;0;X;X;X;X;0;X;0;X;X;X;0;0;3;0;0;0;X;0;0;4;0;3;4;0;0;X;X;X;0;X;0;0;3;X;0;0;0;0;3;0;X;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;0;0;0;0;X;X;0;0;0;X;X;0;0;0;0;0;X;X;X;0;0;X;0;0;0;X;0;0;3;0;7;0;5;4;4;X;4;0;X;3;X;X;3;0;3;X;3;X;0;0;X;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;5;4;X;0;0;0;0;0;X;0;X;X;16;6;X;0;X;0;0;0;X;0;13;6;7;4;9;X;X;0;X;0;0;0;0;0;5;4;0;0;0;0;0;0;X;0;8;X;0;0;X;0;0;0;0;0;0;0;X;X;X;0;0;X;0;X;0;0;0;X;3;0;0;0;0;0;0;0;0;0;X;0;5;4;0;0;X;3;0;X;X;0;0;0;3;0;6;4;X;4;4;0;X;4;X;3;3;X;0;0;0;0;0;0;0;0;0;0;2302800
230280005000128;5;12;7;4;8;X;8;10;15;9;6;6;4;X;0;0;X;3;0;0;0;X;10;X;0;0;X;4;0;X;0;X;X;0;0;0;5;3;0;0;0;X;X;0;0;0;3;5;X;X;0;X;6;0;0;0;5;10;0;X;0;3;5;X;X;0;0;4;0;0;0;3;3;X;0;0;X;X;4;8;3;X;3;0;5;7;9;7;5;3;X;X;4;4;X;5;X;3;3;6;X;X;3;X;5;11;6;3;8;X;7;6;11;X;X;3;X;X;0;0;X;3;0;0;0;X;9;X;0;0;X;3;0;X;0;X;X;0;0;0;5;3;0;0;0;X;X;0;0;0;X;5;X;0;0;X;3;0;0;0;3;8;0;0;0;X;X;0;X;0;0;X;0;0;0;X;X;0;0;0;X;0;4;7;X;X;3;0;4;4;6;X;X;X;X;X;4;4;X;5;X;3;X;5;X;X;X;0;22;X;37;10;8;17;13;X;18;8;4;13;9;0;19;X;4;4;X;0;0;0;0;0;5;0;15;X;X;0;X;X;0;0;14;3;21;6;0;3;X;X;0;0;3;4;4;9;67;29;3;3;X;X;0;0;22;7;40;17;35;23;32;6;X;X;X;X;0;0;12;6;19;13;X;X;0;0;0;0;10;X;21;4;0;0;3;0;X;0;X;0;X;0;X;0;4;X;3;3;6;X;X;6;X;4;X;X;0;X;X;X;X;X;0;0;7;5;15;11;4;0;16;6;3;13;X;0;X;0;0;X;25;20;23;19;X;X;23;X;0;25;7;5;X;0;0;0;X;0;3;0;0;0;2302800
230280005000129;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2302800
230280005000130;52;55;51;41;48;49;33;37;44;22;25;24;19;15;X;0;35;0;7;4;0;40;4;6;4;0;41;0;5;4;0;30;X;7;6;0;35;0;8;X;X;37;X;5;6;0;21;X;3;0;0;34;0;6;X;X;34;X;X;X;0;18;X;4;0;0;17;4;4;7;X;11;X;X;0;0;17;X;24;29;30;21;22;28;17;22;28;10;14;12;9;28;26;21;20;26;21;16;15;16;12;11;12;10;51;55;48;36;42;40;22;22;26;14;13;8;3;15;X;0;34;0;7;4;0;40;4;6;4;0;38;0;4;4;0;26;X;4;6;0;32;0;7;0;X;31;X;X;3;0;16;X;X;0;0;20;0;3;X;X;21;0;X;0;0;12;X;X;0;0;10;X;3;X;0;3;X;0;0;0;3;0;24;29;28;19;20;22;10;12;14;4;6;4;X;27;26;20;17;22;18;12;10;12;10;7;4;X;154;4;188;64;38;52;81;X;97;41;15;30;73;X;91;23;23;22;28;0;10;0;0;0;112;4;4;0;22;12;14;6;X;0;146;45;4;X;6;5;X;7;0;X;28;35;3;4;380;120;56;17;25;13;X;X;286;84;11;5;193;73;187;47;31;11;13;7;X;0;142;52;6;3;25;6;12;6;X;X;144;32;5;X;4;0;13;0;11;0;16;X;20;3;21;6;12;5;14;6;14;11;5;7;6;9;3;9;X;10;18;13;11;8;0;X;108;42;4;4;12;0;55;26;8;24;16;0;42;7;8;11;141;68;75;50;66;18;75;66;33;68;61;37;X;X;7;5;X;0;11;9;X;0;2302800
230280005000131;3;7;3;X;0;3;3;X;0;X;0;X;0;0;0;0;0;3;0;0;0;X;6;0;0;0;0;3;0;0;0;0;X;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;3;X;X;0;X;0;X;0;X;0;X;0;X;4;X;0;0;X;3;0;0;0;0;X;0;3;7;3;X;0;3;3;X;0;0;0;X;0;0;0;0;0;3;0;0;0;X;6;0;0;0;0;3;0;0;0;0;X;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;3;X;X;0;X;0;X;0;0;0;X;0;X;4;X;0;0;X;3;0;0;0;0;X;0;13;0;8;0;X;X;7;0;3;0;X;X;6;0;5;0;X;0;0;0;0;0;0;0;X;0;12;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;X;X;23;X;0;0;0;0;0;0;X;0;22;X;11;X;12;0;0;0;0;0;0;0;0;0;11;X;0;0;0;0;0;0;X;0;11;0;0;0;3;0;0;0;0;0;0;0;3;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;9;0;0;0;X;0;X;0;3;0;4;0;X;0;10;0;X;0;8;0;X;8;4;0;4;3;0;0;X;X;0;0;0;0;0;0;2302800
230280005000132;18;9;12;13;16;14;7;4;6;6;X;7;4;5;5;0;8;0;3;0;0;6;0;3;X;0;7;0;3;3;0;7;0;4;X;0;10;0;X;X;0;12;0;X;X;0;3;0;0;0;0;4;0;X;X;0;4;0;3;X;0;X;0;X;0;0;X;0;4;0;0;3;0;X;0;0;3;0;9;5;5;3;10;7;6;X;X;X;0;5;X;9;4;7;10;6;7;X;3;4;4;X;X;X;17;9;12;10;14;11;3;X;5;X;0;3;3;5;4;0;8;0;3;0;0;6;0;3;X;0;7;0;X;X;0;6;0;3;X;0;9;0;X;X;0;9;0;X;0;0;X;0;0;0;0;X;0;X;X;0;3;0;X;0;0;0;0;0;0;0;0;0;X;0;0;X;0;X;0;0;X;0;8;5;5;X;8;6;X;0;X;0;0;3;X;9;4;7;8;6;5;X;X;4;X;0;0;X;38;X;44;16;7;12;18;X;19;10;4;5;20;0;25;6;3;7;11;0;6;X;0;0;21;0;0;0;8;3;6;3;0;0;30;10;0;0;3;6;0;X;0;0;4;4;0;0;89;29;22;9;12;6;0;0;55;14;0;0;41;16;48;13;12;4;5;5;0;0;24;7;0;0;10;5;7;X;0;0;31;7;0;0;X;0;0;0;6;0;7;X;6;X;6;X;X;3;X;X;3;X;X;3;0;0;X;X;X;X;8;X;4;3;0;0;25;9;0;0;3;0;7;5;X;X;5;0;18;3;3;4;37;14;11;7;26;7;11;26;13;7;11;13;3;0;X;0;X;0;0;X;0;0;2302800
230280005000133;43;40;34;65;63;66;21;19;17;8;5;11;5;14;0;0;29;0;10;X;0;29;0;13;X;0;20;0;17;X;0;44;X;18;X;0;43;0;21;5;0;40;0;7;0;0;14;0;6;0;0;13;0;4;0;0;13;0;3;0;0;5;0;X;X;0;3;0;4;0;0;7;0;X;0;0;4;0;24;16;15;24;32;35;10;10;6;X;X;6;X;19;24;19;41;31;31;11;9;11;6;3;5;4;42;40;33;64;60;64;19;15;15;7;3;3;4;14;0;0;28;0;10;X;0;29;0;13;X;0;19;0;16;X;0;44;X;18;X;0;40;0;21;5;0;38;0;7;0;0;12;0;5;0;0;10;0;4;0;0;11;0;3;0;0;4;0;X;0;0;X;0;X;0;0;X;0;X;0;0;3;0;23;16;14;23;30;33;9;9;4;X;X;3;0;19;24;19;41;30;31;10;6;11;5;X;0;4;115;X;237;14;17;12;53;X;108;9;6;5;62;0;129;5;11;7;37;0;X;0;0;0;76;X;0;0;71;X;9;0;0;0;155;12;X;0;6;3;0;X;0;0;11;8;0;0;369;28;114;5;11;X;0;0;242;22;X;0;167;16;202;12;51;X;5;0;0;0;111;14;0;0;63;3;6;X;0;0;131;8;X;0;X;0;9;0;13;0;30;X;40;X;38;X;13;X;10;X;9;X;6;X;X;X;X;4;X;X;46;X;5;X;0;0;121;10;X;0;12;0;75;3;3;X;11;0;65;3;8;5;174;13;90;5;84;8;90;84;35;72;36;32;X;4;X;X;X;4;3;3;0;0;2302800
230280005000134;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2302800
230280005000135;41;57;62;73;62;55;32;34;16;22;14;21;6;10;5;0;26;0;19;5;0;33;0;10;9;X;42;0;9;3;0;60;X;17;4;0;41;0;10;X;0;43;0;6;3;0;23;0;7;3;0;24;0;X;4;0;10;0;5;5;0;12;0;5;X;0;7;0;7;3;0;11;0;X;0;0;5;0;20;34;23;41;31;27;15;22;7;10;9;11;X;21;23;39;32;31;28;17;12;9;12;5;10;5;41;54;61;67;55;49;26;27;10;11;7;6;X;10;5;0;26;0;19;4;0;31;0;10;8;X;42;0;7;3;0;56;X;17;3;0;35;0;9;X;0;39;0;6;X;0;18;0;7;X;0;18;0;X;3;0;5;0;5;X;0;5;0;3;X;0;3;0;4;0;0;X;0;0;0;0;X;0;20;33;22;36;27;25;12;16;5;3;4;X;0;21;21;39;31;28;24;14;11;5;8;3;4;X;156;4;234;38;25;38;75;X;121;22;9;22;81;X;113;16;16;16;39;0;17;X;X;0;99;X;0;0;48;3;14;5;0;0;171;30;X;0;12;6;X;8;0;0;11;24;0;0;415;80;99;9;33;15;X;0;281;56;X;0;205;46;210;34;43;6;23;9;X;0;137;31;X;0;56;3;10;6;0;0;144;25;0;0;X;0;12;0;25;0;36;3;33;3;25;4;15;5;13;4;5;3;6;7;6;X;5;11;0;5;41;5;14;7;X;0;125;35;X;0;14;0;68;11;6;14;24;0;59;11;11;11;182;47;88;25;94;22;88;94;59;79;46;24;0;X;6;3;X;X;5;6;0;0;2302800
230280005000136;X;4;6;3;0;0;5;X;0;0;X;X;0;X;0;0;X;0;X;0;0;3;0;X;X;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;X;0;3;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;0;0;0;X;6;X;0;0;X;X;0;0;0;X;0;X;X;0;X;0;0;4;0;0;0;X;0;0;X;4;6;3;0;0;3;X;0;0;X;0;0;X;0;0;X;0;X;0;0;3;0;X;X;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;6;X;0;0;0;X;0;0;0;0;0;X;X;0;X;0;0;3;0;0;0;X;0;0;12;0;7;3;X;X;8;0;3;X;0;X;4;0;4;X;X;0;3;0;X;0;0;0;8;0;0;0;0;X;X;X;0;0;5;X;0;0;0;0;0;0;0;0;X;X;0;0;20;4;3;X;3;X;0;0;14;X;0;0;11;3;9;X;X;X;X;X;0;0;8;X;0;0;X;0;X;0;0;0;6;X;0;0;X;0;0;0;X;0;X;0;0;0;0;0;X;X;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;X;0;0;6;X;0;0;X;0;X;X;0;0;X;0;X;X;X;0;7;X;4;X;3;X;4;3;X;3;4;X;0;0;0;0;0;0;X;X;0;0;2302800
