SETOR;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495;CD_MUN
230280005000030;33;23;X;110;0;X;X;0;3;0;8;X;0;11;0;73;94;4;3;11;9;186;3;0;0;0;0;4;X;161;X;0;0;0;0;3;X;6;0;0;0;0;0;X;0;19;X;0;0;0;0;0;0;41;22;X;122;0;X;X;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;3;0;0;0;0;0;0;X;0;82;104;X;X;0;0;0;0;0;0;0;0;3;X;X;0;194;0;0;167;0;0;7;0;0;20;0;0;43;26;X;124;0;0;0;0;0;0;0;0;0;0;0;88;106;0;0;0;0;153;34;3;0;3;X;0;133;27;3;0;3;X;0;6;X;0;0;0;0;0;14;6;0;0;0;0;0;32;21;X;99;0;9;4;0;21;0;X;0;0;X;0;0;0;0;0;0;X;X;0;X;0;0;0;0;X;0;0;0;0;0;0;65;88;17;17;3;0;0;0;X;X;X;0;0;0;14;15;134;6;19;3;3;0;10;11;117;6;18;X;3;0;X;X;4;0;0;0;0;0;3;X;13;0;X;X;0;0;4;X;0;9;0;3;4;0;8;0;30;16;0;88;0;0;X;0;4;0;4;X;X;13;0;X;X;0;X;0;X;X;0;X;0;0;0;0;0;0;7;7;6;9;60;74;3;3;8;11;X;X;3;0;0;0;108;77;X;0;7;X;90;69;X;0;6;X;5;X;0;0;0;0;13;6;0;0;X;0;23;15;0;70;0;18;11;0;48;0;X;0;0;0;0;0;0;0;0;0;0;0;X;6;0;X;0;0;0;0;51;57;33;44;0;X;0;0;3;4;X;0;6;X;5;X;X;0;0;X;X;4;0;X;0;X;0;0;X;0;5;X;X;X;153;34;3;0;0;0;0;0;0;190;4;2302800
230280005000031;37;14;0;131;0;0;0;0;0;0;X;0;0;0;0;66;116;0;0;0;X;168;15;0;0;0;0;0;0;167;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;35;11;0;122;0;3;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;114;12;3;0;0;0;0;0;0;0;0;0;0;0;0;166;5;12;165;5;12;0;0;0;X;0;0;34;11;0;121;0;X;0;0;3;0;X;3;0;7;0;54;112;3;X;9;3;155;14;X;0;9;4;0;155;14;0;0;9;4;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;32;11;0;112;0;4;0;0;10;0;X;0;0;0;0;0;0;0;0;0;X;X;0;6;0;0;X;0;3;0;0;0;0;0;0;52;103;5;9;0;X;0;0;8;X;X;3;0;0;62;0;0;100;20;0;X;0;62;0;0;99;20;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;9;5;0;48;0;0;0;0;0;0;0;0;0;0;0;24;8;0;68;0;4;X;0;15;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;21;41;0;0;0;0;37;63;7;13;0;0;X;0;0;0;142;41;0;0;0;0;142;40;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;29;11;0;102;0;9;3;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;99;23;18;0;0;0;0;0;0;0;0;X;14;X;14;0;0;0;0;X;0;0;0;0;X;3;0;9;0;X;0;11;3;155;14;X;0;0;0;0;0;0;170;13;2302800
230280005000032;35;10;0;79;0;0;0;0;0;0;10;3;0;24;0;56;68;0;0;16;21;137;23;0;0;0;0;0;X;110;13;0;0;0;0;0;X;0;0;0;0;0;0;0;0;27;10;0;0;0;0;0;0;39;11;0;87;0;6;X;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;60;77;12;11;0;0;0;0;0;0;0;0;0;0;0;X;161;0;0;124;0;0;0;0;0;37;0;0;45;13;0;103;0;0;0;0;0;0;0;0;0;0;0;72;89;0;0;0;0;84;62;14;X;0;0;0;64;49;10;X;0;0;0;0;0;0;0;0;0;0;20;13;4;0;0;0;0;28;8;0;48;0;13;5;0;44;0;3;0;0;11;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;49;31;31;6;8;0;X;0;0;0;0;0;0;71;4;9;64;10;X;X;0;48;3;5;56;9;X;X;0;0;0;0;0;0;0;0;0;23;X;4;8;X;0;0;0;17;X;0;52;0;X;X;0;X;0;X;0;0;7;0;20;8;0;36;0;5;0;0;5;0;0;X;0;0;0;0;0;0;X;0;0;0;0;0;0;32;39;X;X;5;4;25;39;6;4;X;0;0;X;0;0;143;18;0;0;0;0;109;15;0;0;0;0;0;0;0;0;0;0;34;3;0;0;0;0;39;11;0;93;0;6;X;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;77;6;12;0;0;0;0;0;0;0;0;8;16;6;8;0;0;X;8;X;X;0;5;0;4;X;0;11;0;6;X;6;10;84;62;14;X;0;0;0;0;0;161;0;2302800
230280005000033;33;10;X;116;0;0;0;0;0;0;X;0;0;3;0;73;87;0;0;X;3;161;X;0;0;0;0;0;3;156;X;0;0;0;0;0;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;35;9;X;116;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;71;90;X;0;0;0;0;0;0;0;0;0;0;0;3;0;160;X;3;155;X;3;0;0;0;5;0;0;35;8;X;116;0;0;X;0;X;0;0;X;0;X;0;71;89;X;X;3;0;122;35;4;X;X;0;0;118;34;4;X;X;0;0;0;0;0;0;0;0;0;4;X;0;0;0;0;0;26;5;0;91;0;8;4;X;22;0;X;0;0;3;0;0;0;0;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;57;65;14;21;X;X;X;X;X;X;0;0;0;0;113;8;40;X;0;X;X;0;109;8;39;X;0;X;X;0;0;0;0;0;0;0;0;0;4;0;X;0;0;0;0;0;27;5;X;80;0;X;0;0;7;0;6;4;0;30;0;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;0;53;60;4;4;16;24;X;0;0;0;0;X;X;0;0;0;163;X;0;0;0;0;158;X;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;35;10;X;117;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;88;0;X;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;X;0;3;0;0;0;4;0;122;35;4;X;0;0;0;0;0;163;X;2302800
230280005000034;50;70;0;198;0;0;0;0;0;0;X;7;0;12;0;107;211;0;0;4;17;331;6;0;0;0;0;0;X;310;6;0;0;0;0;0;X;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;52;74;0;205;0;0;X;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;107;224;3;3;0;0;0;0;0;0;0;0;0;0;X;X;323;11;5;302;11;5;0;0;0;21;0;0;51;69;0;203;0;X;5;0;5;0;0;3;0;X;0;103;220;5;6;3;X;257;38;4;X;4;32;X;243;34;4;X;4;29;X;0;0;0;0;0;0;0;14;4;0;0;0;3;0;42;54;0;161;0;5;8;0;25;0;0;X;0;3;0;X;0;0;X;0;0;X;0;X;0;4;11;0;17;0;0;X;0;X;0;79;178;12;26;X;X;X;X;X;3;14;18;X;0;12;0;X;323;0;0;0;X;11;0;X;303;0;0;0;X;0;0;0;0;0;0;0;0;X;0;0;20;0;0;0;0;X;3;0;8;0;0;0;0;0;0;0;0;0;X;0;51;73;0;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;4;8;0;0;X;X;104;219;0;0;0;0;0;0;X;0;191;145;X;0;X;0;178;137;X;0;X;0;0;0;0;0;0;0;13;8;0;0;0;0;29;47;0;115;0;23;30;0;92;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;61;130;49;96;0;X;0;0;X;X;0;0;X;6;X;6;0;0;0;0;0;0;0;X;0;0;3;0;3;0;0;X;4;X;257;38;4;X;0;0;0;0;0;301;38;2302800
230280005000035;29;5;0;55;0;0;0;0;0;0;5;X;0;20;0;34;55;0;0;6;20;107;11;0;0;0;0;0;0;85;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;7;0;0;0;0;0;0;31;6;0;70;0;3;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;66;X;9;0;0;0;0;0;0;0;0;0;0;0;0;116;0;X;88;0;X;0;0;0;25;0;X;32;6;0;78;0;0;0;0;0;0;X;0;0;0;0;43;73;0;0;0;X;64;41;10;3;0;0;0;44;33;9;3;0;0;0;0;0;0;0;0;0;0;17;8;X;0;0;0;0;16;4;0;44;0;11;X;0;28;0;6;0;0;4;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;39;11;30;6;4;X;X;0;0;0;0;0;0;89;0;3;5;8;12;X;0;70;0;X;4;5;9;0;0;0;0;0;0;0;0;0;0;16;0;X;X;3;3;X;0;26;4;0;59;0;0;0;0;0;0;X;0;0;X;0;X;0;0;4;0;X;X;0;5;0;4;X;0;7;0;0;0;0;X;0;0;0;0;0;0;32;57;0;0;0;3;X;4;X;6;8;4;0;X;0;0;117;X;0;0;0;0;88;X;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;34;6;0;77;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;75;X;0;0;0;0;0;0;0;0;0;5;6;X;X;0;0;3;4;0;0;0;5;0;3;0;0;3;0;X;4;X;5;64;41;10;X;X;X;0;0;0;118;0;2302800
230280005000036;12;4;0;20;0;0;0;0;0;0;4;0;0;6;0;8;28;0;0;6;4;46;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;16;4;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;36;0;0;0;0;0;10;0;0;16;4;0;26;0;0;0;0;0;0;0;0;0;0;0;14;32;0;0;0;0;18;22;X;4;0;0;0;15;15;X;4;0;0;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;8;X;0;9;0;6;X;0;14;0;X;0;0;0;0;0;X;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;14;9;13;0;X;X;3;0;0;0;0;0;0;36;0;0;4;0;X;5;0;26;0;0;4;0;X;5;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;11;3;0;22;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;0;0;X;0;3;X;0;X;0;0;0;0;0;0;11;25;0;0;0;0;X;3;0;0;0;X;X;3;0;0;35;11;0;0;0;0;28;8;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;10;3;0;22;0;6;X;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;24;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;22;X;4;0;0;0;0;0;46;0;2302800
230280005000037;3;X;0;18;0;0;0;0;0;0;X;0;0;3;0;7;15;0;0;3;X;23;3;0;0;0;0;0;0;20;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;X;0;0;0;0;0;0;4;X;0;18;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;15;X;X;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;22;0;0;0;0;0;4;0;0;4;X;0;21;0;0;0;0;0;0;0;0;0;0;0;10;16;0;0;0;0;19;6;0;X;0;0;0;17;4;0;X;0;0;0;0;0;0;0;0;0;0;X;X;0;0;0;0;0;4;X;0;14;0;0;0;0;6;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;X;4;0;0;0;X;0;0;0;0;0;0;26;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;X;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;X;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;16;0;0;0;0;0;0;0;0;0;0;3;0;X;0;0;0;X;0;0;0;0;3;0;0;0;0;0;0;X;X;0;0;19;6;0;X;0;0;0;0;0;26;0;2302800
230280005000038;19;3;X;36;0;0;0;0;0;0;0;X;0;4;0;17;42;0;0;X;3;63;X;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;X;0;0;0;0;0;0;19;4;X;39;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;45;X;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;59;0;0;0;0;0;5;0;0;19;4;X;40;0;0;0;0;0;0;0;0;0;0;0;19;45;0;0;0;0;36;21;6;X;0;0;0;34;19;5;X;0;0;0;0;0;0;0;0;0;0;X;X;X;0;0;0;0;14;4;0;18;0;4;0;0;17;0;X;0;X;4;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;26;6;15;3;3;0;X;0;0;0;0;0;0;55;X;0;5;3;0;0;0;50;X;0;5;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;18;4;X;32;0;0;0;0;X;0;0;0;0;0;0;X;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;38;0;X;0;0;X;3;0;3;0;0;0;0;0;0;62;X;0;0;0;0;57;X;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;18;4;X;39;0;X;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;44;X;X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;0;0;0;0;0;X;0;0;0;X;0;36;21;6;X;0;0;0;0;0;64;0;2302800
230280005000039;29;14;0;50;0;X;0;0;0;0;8;0;0;8;0;26;67;0;X;8;8;97;13;0;0;0;0;0;X;82;10;0;0;0;0;0;X;X;0;0;0;0;0;0;0;13;3;0;0;0;0;0;0;33;13;0;51;0;6;X;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;31;66;X;11;0;0;0;0;0;0;0;0;0;0;X;0;111;0;0;93;0;0;X;0;0;16;0;0;39;14;0;58;0;0;0;0;0;0;0;0;0;0;0;34;77;0;0;0;0;54;32;21;4;0;0;0;42;28;20;3;0;0;0;X;0;0;0;0;0;0;10;4;X;X;0;0;0;20;8;0;26;0;11;3;0;18;0;7;3;0;11;0;X;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;36;10;22;5;16;X;3;0;0;0;0;0;0;72;5;20;11;0;0;3;0;60;X;19;10;0;0;3;0;X;X;0;0;0;0;0;0;11;3;X;X;0;0;0;0;25;10;0;37;0;4;0;0;X;0;8;X;0;11;0;X;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;22;50;X;3;4;16;3;8;0;0;0;0;3;0;0;0;105;6;0;0;0;0;87;6;0;0;0;0;X;0;0;0;0;0;16;0;0;0;0;0;37;14;0;54;0;X;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;73;X;4;0;0;0;0;0;0;0;0;4;10;3;8;0;0;X;X;X;0;0;3;0;5;X;0;4;0;X;3;X;8;54;32;21;3;X;0;0;0;0;111;0;2302800
230280005000042;83;16;0;258;0;0;0;0;0;0;0;0;0;0;0;221;136;0;0;0;0;183;92;34;X;15;8;5;19;183;92;34;X;15;8;5;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;12;0;121;0;19;X;0;71;0;7;X;0;25;0;0;0;0;X;0;X;0;0;13;0;X;0;0;6;0;0;0;0;5;0;3;0;0;16;0;111;72;55;37;21;13;X;0;10;5;4;4;5;0;14;5;196;X;160;196;X;160;0;0;0;0;0;0;51;12;0;133;0;0;0;0;X;0;32;4;0;124;0;120;76;X;0;100;60;255;55;13;4;X;10;19;255;55;13;4;X;10;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;13;0;184;0;14;X;0;39;0;X;0;0;11;0;3;0;0;X;0;0;0;0;X;0;X;0;0;9;0;5;X;0;13;0;168;87;25;30;5;8;X;X;X;0;7;3;13;6;X;0;X;303;30;0;X;19;X;0;X;303;30;0;X;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;69;14;0;220;0;8;X;0;21;0;0;0;0;0;0;X;0;0;X;0;5;X;0;13;0;X;X;0;0;X;0;188;115;17;13;0;0;X;X;13;6;26;13;310;X;6;X;26;13;310;X;6;X;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;22;0;5;X;0;7;0;73;15;0;222;0;0;0;0;X;0;X;0;0;5;0;0;0;0;X;0;11;15;7;6;197;113;X;0;5;X;0;X;10;164;10;164;0;0;0;0;X;0;0;9;0;32;4;0;128;0;7;3;103;61;255;55;13;X;X;X;0;0;0;327;30;2302800
230280005000044;X;X;0;29;0;0;0;0;0;0;0;0;0;0;0;28;4;0;0;0;0;0;26;0;0;X;X;3;0;0;26;0;0;X;X;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;X;0;0;0;0;3;0;0;0;0;0;0;0;0;24;X;0;0;0;0;X;X;0;X;3;0;0;0;23;3;6;23;3;6;0;0;0;0;0;0;X;X;0;21;0;X;0;0;X;0;0;0;0;6;0;22;X;X;X;5;X;29;X;0;0;0;X;0;29;X;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;26;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;26;3;X;0;0;0;0;0;0;0;X;X;0;0;0;0;0;26;0;0;6;0;0;0;0;26;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;24;X;0;0;0;0;4;X;0;0;0;0;30;0;X;X;0;0;30;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;28;0;0;0;0;0;0;0;0;0;X;0;0;X;0;0;0;0;0;0;0;26;4;0;0;X;0;X;0;0;32;0;32;0;0;0;0;0;0;0;0;0;X;X;0;29;0;0;0;28;4;29;X;0;0;0;0;0;0;0;30;X;2302800
230280005000045;4;4;0;62;0;0;0;0;0;0;0;0;0;0;0;52;18;0;0;0;0;42;12;0;0;X;6;9;0;42;12;0;0;X;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;36;0;X;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;5;0;0;0;0;9;0;0;0;0;0;0;33;9;10;X;0;0;0;0;0;X;4;X;5;4;0;0;56;5;9;56;5;9;0;0;0;0;0;0;4;3;0;49;0;0;0;0;5;0;0;X;0;8;0;46;10;3;X;3;6;45;X;0;0;X;16;6;45;X;0;0;X;16;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;3;0;40;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;X;X;0;13;0;0;0;0;6;0;35;10;X;0;0;0;0;0;X;X;10;6;5;X;0;0;0;58;0;0;6;6;0;0;0;58;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;51;0;0;0;0;0;0;0;0;0;0;0;X;0;0;5;0;0;0;0;6;0;0;0;0;0;0;0;45;13;0;0;0;0;X;4;5;X;0;0;69;0;0;X;0;0;69;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;52;17;0;0;0;0;0;X;X;27;X;27;0;0;0;0;0;0;0;X;0;X;X;0;25;0;X;0;18;9;45;X;0;0;0;0;0;0;0;46;24;2302800
230280005000046;14;10;0;37;0;0;0;0;0;0;0;0;0;0;0;36;25;0;0;0;0;X;46;X;0;3;7;0;X;X;46;X;0;3;7;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;X;0;12;7;0;27;0;0;X;0;0;0;0;0;0;0;0;X;0;0;X;0;0;X;0;5;0;0;0;0;0;0;0;0;0;X;0;0;X;26;20;X;0;0;0;X;X;5;X;0;0;X;0;29;6;26;29;6;26;0;0;0;0;0;0;8;5;0;16;0;3;0;0;3;0;3;5;0;18;0;15;14;5;X;16;10;27;3;X;0;0;26;4;27;3;X;0;0;26;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;16;0;0;X;0;X;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;5;5;0;16;0;X;X;0;X;0;16;11;X;X;X;0;0;0;0;0;14;12;4;0;0;0;0;54;X;0;X;4;0;0;0;54;X;0;X;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;0;34;0;X;0;0;X;0;0;0;0;0;0;X;0;0;0;0;X;X;0;X;0;0;0;0;0;0;0;30;24;X;0;0;0;0;X;4;0;8;3;48;0;X;X;8;3;48;0;X;X;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;7;0;0;0;0;3;0;12;9;0;27;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;X;7;X;X;32;16;0;0;X;0;X;0;17;42;17;42;0;0;0;0;6;X;0;10;0;7;9;0;26;0;8;9;28;14;27;3;X;0;0;0;0;0;0;31;30;2302800
230280005000047;24;7;0;208;0;0;0;0;0;0;0;0;0;0;0;108;131;0;0;0;0;44;115;X;X;57;14;3;3;44;115;X;X;57;14;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0;41;0;13;4;0;98;0;X;0;0;X;0;0;0;0;X;0;3;0;0;54;0;4;0;0;10;0;0;X;0;X;0;X;0;0;X;0;16;28;52;63;X;X;0;X;30;27;6;8;X;X;X;X;95;51;93;95;51;93;0;0;0;0;0;0;18;3;0;74;0;4;X;0;46;0;X;3;0;88;0;37;58;20;31;51;42;190;24;7;0;X;10;6;190;24;7;0;X;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5;0;171;0;9;0;0;15;0;0;0;0;7;0;0;0;0;0;0;0;0;0;X;0;X;X;0;7;0;0;0;0;6;0;86;104;10;14;X;5;0;0;0;X;6;4;4;X;X;0;X;204;26;0;0;6;X;0;X;204;26;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;21;7;0;176;0;3;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;X;0;0;X;X;90;114;13;13;0;0;0;0;4;X;8;16;209;X;X;3;8;16;209;X;X;3;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;7;0;0;0;0;16;0;23;7;0;179;0;0;0;0;X;0;0;0;0;X;0;0;0;0;3;0;3;5;5;11;95;114;X;0;X;0;X;X;13;182;13;182;0;0;0;0;3;0;0;10;0;19;6;0;157;0;8;5;84;98;190;24;7;0;0;0;0;0;0;221;18;2302800
